# id mol type
1	1	3	0
2	1	3	0
3	1	3	0
4	1	3	0
5	1	3	0
6	1	3	0
7	1	3	0
8	1	3	0
9	1	3	0
10	1	3	0
11	1	3	0
12	1	3	0
13	1	3	0
14	1	3	0
15	1	3	0
16	1	3	0
17	1	3	0
18	1	3	0
19	1	3	0
20	1	3	0
21	1	3	0
22	1	3	0
23	1	3	0
24	1	3	0
25	1	3	0
26	1	3	0
27	1	3	0
28	1	3	0
29	1	3	0
30	1	3	0
31	1	3	0
32	1	3	0
33	1	3	0
34	1	3	0
35	1	3	0
36	1	3	0
37	1	3	0
38	1	3	0
39	1	3	0
40	1	3	0
41	1	1	6
42	1	1	15
43	1	1	20
44	1	1	29
45	1	1	40
46	2	3	0
47	2	3	0
48	2	3	0
49	2	3	0
50	2	3	0
51	2	3	0
52	2	3	0
53	2	3	0
54	2	3	0
55	2	3	0
56	2	3	0
57	2	3	0
58	2	3	0
59	2	3	0
60	2	3	0
61	2	3	0
62	2	3	0
63	2	3	0
64	2	3	0
65	2	3	0
66	2	3	0
67	2	3	0
68	2	3	0
69	2	3	0
70	2	3	0
71	2	3	0
72	2	3	0
73	2	3	0
74	2	3	0
75	2	3	0
76	2	3	0
77	2	3	0
78	2	3	0
79	2	3	0
80	2	3	0
81	2	3	0
82	2	3	0
83	2	3	0
84	2	3	0
85	2	3	0
86	2	1	48
87	2	1	53
88	2	1	79
89	2	1	82
90	2	1	83
91	2	1	84
92	3	3	0
93	3	3	0
94	3	3	0
95	3	3	0
96	3	3	0
97	3	3	0
98	3	3	0
99	3	3	0
100	3	3	0
101	3	3	0
102	3	3	0
103	3	3	0
104	3	3	0
105	3	3	0
106	3	3	0
107	3	3	0
108	3	3	0
109	3	3	0
110	3	3	0
111	3	3	0
112	3	3	0
113	3	3	0
114	3	3	0
115	3	3	0
116	3	3	0
117	3	3	0
118	3	3	0
119	3	3	0
120	3	3	0
121	3	3	0
122	3	3	0
123	3	3	0
124	3	3	0
125	3	3	0
126	3	3	0
127	3	3	0
128	3	3	0
129	3	3	0
130	3	3	0
131	3	3	0
132	3	1	108
133	3	1	109
134	3	1	113
135	4	3	0
136	4	3	0
137	4	3	0
138	4	3	0
139	4	3	0
140	4	3	0
141	4	3	0
142	4	3	0
143	4	3	0
144	4	3	0
145	4	3	0
146	4	3	0
147	4	3	0
148	4	3	0
149	4	3	0
150	4	3	0
151	4	3	0
152	4	3	0
153	4	3	0
154	4	3	0
155	4	3	0
156	4	3	0
157	4	3	0
158	4	3	0
159	4	3	0
160	4	3	0
161	4	3	0
162	4	3	0
163	4	3	0
164	4	3	0
165	4	3	0
166	4	3	0
167	4	3	0
168	4	3	0
169	4	3	0
170	4	3	0
171	4	3	0
172	4	3	0
173	4	3	0
174	4	3	0
175	4	1	144
176	4	1	153
177	4	1	171
178	4	1	172
179	4	1	173
180	5	3	0
181	5	3	0
182	5	3	0
183	5	3	0
184	5	3	0
185	5	3	0
186	5	3	0
187	5	3	0
188	5	3	0
189	5	3	0
190	5	3	0
191	5	3	0
192	5	3	0
193	5	3	0
194	5	3	0
195	5	3	0
196	5	3	0
197	5	3	0
198	5	3	0
199	5	3	0
200	5	3	0
201	5	3	0
202	5	3	0
203	5	3	0
204	5	3	0
205	5	3	0
206	5	3	0
207	5	3	0
208	5	3	0
209	5	3	0
210	5	3	0
211	5	3	0
212	5	3	0
213	5	3	0
214	5	3	0
215	5	3	0
216	5	3	0
217	5	3	0
218	5	3	0
219	5	3	0
220	5	1	180
221	5	1	188
222	5	1	195
223	5	1	198
224	5	1	201
225	5	1	204
226	5	1	207
227	5	1	212
228	5	1	218
229	6	3	0
230	6	3	0
231	6	3	0
232	6	3	0
233	6	3	0
234	6	3	0
235	6	3	0
236	6	3	0
237	6	3	0
238	6	3	0
239	6	3	0
240	6	3	0
241	6	3	0
242	6	3	0
243	6	3	0
244	6	3	0
245	6	3	0
246	6	3	0
247	6	3	0
248	6	3	0
249	6	3	0
250	6	3	0
251	6	3	0
252	6	3	0
253	6	3	0
254	6	3	0
255	6	3	0
256	6	3	0
257	6	3	0
258	6	3	0
259	6	3	0
260	6	3	0
261	6	3	0
262	6	3	0
263	6	3	0
264	6	3	0
265	6	3	0
266	6	3	0
267	6	3	0
268	6	3	0
269	6	1	229
270	6	1	233
271	6	1	238
272	6	1	246
273	7	3	0
274	7	3	0
275	7	3	0
276	7	3	0
277	7	3	0
278	7	3	0
279	7	3	0
280	7	3	0
281	7	3	0
282	7	3	0
283	7	3	0
284	7	3	0
285	7	3	0
286	7	3	0
287	7	3	0
288	7	3	0
289	7	3	0
290	7	3	0
291	7	3	0
292	7	3	0
293	7	3	0
294	7	3	0
295	7	3	0
296	7	3	0
297	7	3	0
298	7	3	0
299	7	3	0
300	7	3	0
301	7	3	0
302	7	3	0
303	7	3	0
304	7	3	0
305	7	3	0
306	7	3	0
307	7	3	0
308	7	3	0
309	7	3	0
310	7	3	0
311	7	3	0
312	7	3	0
313	7	1	283
314	7	1	285
315	7	1	286
316	7	1	295
317	7	1	302
318	7	1	312
319	8	3	0
320	8	3	0
321	8	3	0
322	8	3	0
323	8	3	0
324	8	3	0
325	8	3	0
326	8	3	0
327	8	3	0
328	8	3	0
329	8	3	0
330	8	3	0
331	8	3	0
332	8	3	0
333	8	3	0
334	8	3	0
335	8	3	0
336	8	3	0
337	8	3	0
338	8	3	0
339	8	3	0
340	8	3	0
341	8	3	0
342	8	3	0
343	8	3	0
344	8	3	0
345	8	3	0
346	8	3	0
347	8	3	0
348	8	3	0
349	8	3	0
350	8	3	0
351	8	3	0
352	8	3	0
353	8	3	0
354	8	3	0
355	8	3	0
356	8	3	0
357	8	3	0
358	8	3	0
359	8	1	332
360	8	1	334
361	8	1	338
362	8	1	342
363	8	1	348
364	8	1	350
365	8	1	356
366	9	3	0
367	9	3	0
368	9	3	0
369	9	3	0
370	9	3	0
371	9	3	0
372	9	3	0
373	9	3	0
374	9	3	0
375	9	3	0
376	9	3	0
377	9	3	0
378	9	3	0
379	9	3	0
380	9	3	0
381	9	3	0
382	9	3	0
383	9	3	0
384	9	3	0
385	9	3	0
386	9	3	0
387	9	3	0
388	9	3	0
389	9	3	0
390	9	3	0
391	9	3	0
392	9	3	0
393	9	3	0
394	9	3	0
395	9	3	0
396	9	3	0
397	9	3	0
398	9	3	0
399	9	3	0
400	9	3	0
401	9	3	0
402	9	3	0
403	9	3	0
404	9	3	0
405	9	3	0
406	9	1	366
407	9	1	368
408	9	1	370
409	9	1	380
410	9	1	390
411	9	1	394
412	9	1	397
413	9	1	399
414	10	3	0
415	10	3	0
416	10	3	0
417	10	3	0
418	10	3	0
419	10	3	0
420	10	3	0
421	10	3	0
422	10	3	0
423	10	3	0
424	10	3	0
425	10	3	0
426	10	3	0
427	10	3	0
428	10	3	0
429	10	3	0
430	10	3	0
431	10	3	0
432	10	3	0
433	10	3	0
434	10	3	0
435	10	3	0
436	10	3	0
437	10	3	0
438	10	3	0
439	10	3	0
440	10	3	0
441	10	3	0
442	10	3	0
443	10	3	0
444	10	3	0
445	10	3	0
446	10	3	0
447	10	3	0
448	10	3	0
449	10	3	0
450	10	3	0
451	10	3	0
452	10	3	0
453	10	3	0
454	10	1	415
455	10	1	416
456	10	1	419
457	10	1	424
458	10	1	433
459	10	1	440
460	10	1	443
461	10	1	444
462	11	3	0
463	11	3	0
464	11	3	0
465	11	3	0
466	11	3	0
467	11	3	0
468	11	3	0
469	11	3	0
470	11	3	0
471	11	3	0
472	11	3	0
473	11	3	0
474	11	3	0
475	11	3	0
476	11	3	0
477	11	3	0
478	11	3	0
479	11	3	0
480	11	3	0
481	11	3	0
482	11	3	0
483	11	3	0
484	11	3	0
485	11	3	0
486	11	3	0
487	11	3	0
488	11	3	0
489	11	3	0
490	11	3	0
491	11	3	0
492	11	3	0
493	11	3	0
494	11	3	0
495	11	3	0
496	11	3	0
497	11	3	0
498	11	3	0
499	11	3	0
500	11	3	0
501	11	3	0
502	11	1	466
503	11	1	471
