1	45
2	46
3	43
4	45
5	49
6	44
7	46
8	47
9	48
10	48
11	47
12	45
13	45
14	45
15	45
16	46
17	45
18	44
19	44
20	49
21	49
22	48
23	43
24	48
25	43
26	43
27	50
28	43
29	50
30	48
31	46
32	46
33	47
34	47
35	44
36	49
37	50
38	45
39	48
40	44
41	46
42	47
43	48
44	44
45	46
46	42
47	41
48	47
49	46
50	45
51	48
52	45
53	46
54	42
55	47
56	50
57	50
58	47
59	46
60	44
61	43
62	43
63	45
64	46
65	49
66	45
67	45
68	46
69	45
70	46
71	42
72	44
73	43
74	48
75	43
76	46
77	43
78	41
79	47
80	48
81	47
82	45
83	49
84	49
85	43
86	46
87	43
88	44
89	45
90	46
91	47
92	48
93	46
94	45
95	45
96	47
97	46
98	47
99	45
100	47
101	44
102	44
103	49
104	46
105	43
106	48
107	45
108	47
109	47
110	50
111	45
112	48
113	44
114	50
115	49
116	43
117	44
118	47
119	45
120	45
121	47
122	47
123	49
124	49
125	47
126	45
127	43
128	44
129	44
130	49
131	49
132	47
133	46
134	48
135	47
136	46
137	45
138	48
139	50
140	44
141	45
142	45
143	47
144	45
145	46
146	45
147	44
148	46
149	48
150	43
151	45
152	48
153	45
154	45
155	46
156	49
157	48
158	48
159	47
160	44
161	43
162	47
163	44
164	47
165	46
166	48
167	44
168	45
169	49
170	47
171	44
172	44
173	45
174	46
175	48
176	48
177	48
178	48
179	46
180	46
181	46
182	43
183	45
184	43
185	44
186	46
187	45
188	44
189	45
190	47
191	48
192	43
193	44
194	49
195	53
196	45
197	49
198	44
199	47
200	46
201	46
202	44
203	48
204	47
205	51
206	46
207	52
208	49
209	45
210	44
211	44
212	48
213	47
214	46
215	46
216	46
217	46
218	49
219	46
220	45
221	45
222	46
223	47
224	47
225	44
226	49
227	46
228	45
229	44
230	48
231	47
232	44
233	48
234	45
235	47
236	48
237	44
238	45
239	47
240	42
241	42
242	44
243	45
244	47
245	44
246	46
247	45
248	45
249	48
250	45
251	48
252	46
253	50
254	42
255	46
256	44
257	49
258	47
259	46
260	46
261	43
262	50
263	43
264	47
265	48
266	46
267	45
268	47
269	41
270	49
271	42
272	44
273	44
274	45
275	44
276	47
277	48
278	50
279	43
280	46
281	46
282	45
283	47
284	43
285	47
286	44
287	48
288	46
289	44
290	49
291	45
292	46
293	45
294	46
295	51
296	52
297	46
298	48
299	45
300	48
301	48
302	48
303	47
304	46
305	42
306	43
307	42
308	44
309	41
310	46
311	50
312	44
313	48
314	49
315	46
316	46
317	46
318	46
319	48
320	48
321	47
322	43
323	46
324	44
325	45
326	47
327	45
328	49
329	46
330	44
331	46
332	43
333	44
334	46
335	45
336	46
337	50
338	45
339	47
340	46
341	47
342	47
343	49
344	45
345	46
346	47
347	45
348	47
349	45
350	46
351	46
352	47
353	48
354	51
355	45
356	47
357	50
358	47
359	46
360	46
361	45
362	46
363	47
364	44
365	46
366	46
367	46
368	47
369	47
370	49
371	45
372	45
373	44
374	42
375	50
376	44
377	44
378	47
379	49
380	42
381	45
382	46
383	44
384	45
385	46
386	46
387	47
388	51
389	45
390	43
391	46
392	47
393	47
394	45
395	46
396	44
397	48
398	44
399	43
400	46
401	50
402	49
403	47
404	45
405	45
406	44
407	47
408	47
409	47
410	48
411	44
412	45
413	44
414	49
415	50
416	46
417	45
418	46
419	42
420	49
421	46
422	50
423	44
424	44
425	43
426	45
427	47
428	45
429	46
430	48
431	46
432	45
433	44
434	45
435	45
436	47
437	46
438	46
439	46
440	44
441	50
442	48
443	46
444	45
445	44
446	47
447	45
448	46
449	43
450	44
451	48
452	49
453	48
454	45
